transaction_id,sale_date,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,customer_region
TXN-10404,2022-10-21 18:54:26,P100032,Nike Air Max,Footwear,3,369.3,1107.9,Credit Card,South
TXN-10744,2022-10-21 22:46:38,P20012,Premium Smartphone v3,Electronics,3,23016.96,69050.88,Credit Card,South
TXN-11102,2022-10-23 11:42:30,P20018,Premium Smartwatch v14,Electronics,1,4781.5,4781.5,Credit Card,South
TXN-10224,2022-10-24 04:52:33,P20019,Premium Wallet v96,Accessories,3,22615.67,67847.01,Debit Card,Central
TXN-10898,2022-10-24 17:56:29,P100001,Zara Shirt,Fashion,1,1177.2,1177.2,Credit Card,Central
TXN-10957,2022-10-24 20:24:32,P100010,Adidas Hoodie,Fashion,4,1733.82,6935.28,Debit Card,Central
TXN-11199,2022-10-25 01:06:26,P100032,Nike Air Max,Footwear,3,369.3,1107.9,Credit Card,West
TXN-10576,2022-10-28 04:01:41,P100027,Boat Earbuds,Electronics,3,16488.24,49464.72,Debit Card,Central
TXN-10648,2022-10-29 16:22:17,P100004,Nike T-shirt,Fashion,1,822.15,822.15,Credit Card,East
TXN-11087,2022-10-30 19:05:19,P100020,American Tourister Bag,Accessories,5,596.64,2983.2,Credit Card,South
TXN-10134,2022-11-02 13:05:25,P100017,Levi's Jeans,Fashion,4,2131.42,8525.68,UPI,East
TXN-10528,2022-11-03 14:27:37,P100006,Fossil Watch,Accessories,3,1568.27,4704.81,Credit Card,South
TXN-11175,2022-11-05 08:12:20,P20017,Premium Jeans v100,Fashion,3,53091.7,159275.1,UPI,East
TXN-10697,2022-11-06 17:35:41,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,Net Banking,South
TXN-10991,2022-11-06 20:39:12,P100007,Reebok Shoes,Footwear,2,1715.7,3431.4,Credit Card,West
TXN-11039,2022-11-06 20:43:40,P20022,Premium Sweatshirt v3,Fashion,5,36897.57,184487.85,Net Banking,East
TXN-10158,2022-11-08 15:44:22,P100127,Dell Laptop,Electronics,5,46702.04,233510.2,Debit Card,East
TXN-10306,2022-11-08 17:39:22,P2008,Premium Headphones v48,Electronics,2,8780.67,17561.34,UPI,North
TXN-11001,2022-11-09 05:29:56,P20019,Premium Wallet v96,Accessories,2,22615.67,45231.34,Debit Card,North
TXN-10770,2022-11-11 10:20:00,P20013,Premium Boots v82,Footwear,2,28106.26,56212.52,Net Banking,Central
TXN-11083,2022-11-13 18:19:59,P100027,Boat Earbuds,Electronics,4,16488.24,65952.96,Net Banking,North
TXN-10324,2022-11-18 19:23:42,P20019,Premium Wallet v96,Accessories,1,22615.67,22615.67,Net Banking,Central
TXN-10685,2022-11-19 11:33:04,P20020,Premium Shirt v42,Fashion,2,10216.92,20433.84,Net Banking,South
TXN-10236,2022-11-19 15:33:18,P100036,Samsung Galaxy S21,Electronics,3,16251.85,48755.55,Debit Card,East
TXN-10508,2022-11-19 17:38:48,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,Credit Card,North
TXN-10042,2022-11-21 06:11:28,P100016,Sony Headphones,Electronics,4,21524.32,86097.28,Debit Card,Central
TXN-11069,2022-11-23 01:41:04,P20020,Premium Shirt v42,Fashion,1,10216.92,10216.92,Credit Card,West
TXN-11137,2022-11-24 03:41:18,P20012,Premium Smartphone v3,Electronics,4,23016.96,92067.84,Debit Card,Central
TXN-10976,2022-11-25 04:59:35,P2006,Premium Boots v22,Footwear,4,55880.0,223520.0,Debit Card,South
TXN-10890,2022-11-26 02:56:28,P100032,Nike Air Max,Footwear,1,369.3,369.3,Net Banking,East
TXN-10104,2022-11-26 05:45:38,P100017,Levi's Jeans,Fashion,5,2131.42,10657.1,Credit Card,South
TXN-10944,2022-11-26 23:47:36,P100006,Fossil Watch,Accessories,1,1568.27,1568.27,Credit Card,East
TXN-10122,2022-11-27 00:30:49,P20013,Premium Boots v82,Footwear,2,28106.26,56212.52,Net Banking,West
TXN-11124,2022-11-27 11:09:01,P100000,iPhone 13,Electronics,2,28109.96,56219.92,Debit Card,West
TXN-11085,2022-11-28 22:29:31,P2000,Premium Sneakers v11,Footwear,1,59534.85,59534.85,UPI,North
TXN-10551,2022-12-01 17:11:33,P2002,Premium Headphones v82,Electronics,2,23300.55,46601.1,Credit Card,Central
TXN-10018,2022-12-05 17:11:50,P2001,Premium Jeans v4,Fashion,2,9515.2,19030.4,UPI,Central
TXN-10657,2022-12-07 03:38:51,P100000,iPhone 13,Electronics,3,28109.96,84329.88,Credit Card,East
TXN-10162,2022-12-09 18:03:18,P100000,iPhone 13,Electronics,4,28109.96,112439.84,Debit Card,East
TXN-10644,2022-12-09 19:08:25,P2008,Premium Headphones v48,Electronics,3,8780.67,26342.01,UPI,South
TXN-11154,2022-12-09 21:05:15,P100003,Puma Sneakers,Footwear,5,2988.4,14942.0,Credit Card,North
TXN-11030,2022-12-12 17:46:15,P2006,Premium Boots v22,Footwear,3,55880.0,167640.0,Debit Card,East
TXN-11059,2022-12-12 20:47:37,P100001,Zara Shirt,Fashion,3,1177.2,3531.6,UPI,North
TXN-10430,2022-12-13 02:28:18,P100017,Levi's Jeans,Fashion,2,2131.42,4262.84,UPI,West
TXN-10329,2022-12-15 00:07:36,P100007,Reebok Shoes,Footwear,5,1715.7,8578.5,UPI,North
TXN-11046,2022-12-16 01:04:02,P100027,Boat Earbuds,Electronics,2,16488.24,32976.48,Credit Card,East
TXN-10936,2022-12-16 17:53:14,P100026,HP Pavilion,Electronics,5,20719.78,103598.9,Net Banking,West
TXN-10167,2022-12-18 06:26:04,P100010,Adidas Hoodie,Fashion,2,1733.82,3467.64,Net Banking,South
TXN-10432,2022-12-18 21:47:51,P100007,Reebok Shoes,Footwear,1,1715.7,1715.7,Debit Card,East
TXN-10259,2022-12-20 03:52:45,P2001,Premium Jeans v4,Fashion,5,9515.2,47576.0,UPI,South
TXN-10481,2022-12-20 13:28:17,P20021,Premium Travel Bag v85,Accessories,4,5197.41,20789.64,UPI,North
TXN-10156,2022-12-20 23:53:15,P20012,Premium Smartphone v3,Electronics,1,23016.96,23016.96,UPI,Central
TXN-11014,2022-12-21 06:27:04,P100037,Adidas Ultraboost,Footwear,5,5873.12,29365.6,Credit Card,East
TXN-10960,2022-12-21 14:16:04,P20022,Premium Sweatshirt v3,Fashion,4,36897.57,147590.28,Credit Card,Central
TXN-10945,2022-12-22 13:49:39,P20021,Premium Travel Bag v85,Accessories,2,5197.41,10394.82,Net Banking,Central
TXN-10262,2022-12-22 14:37:01,P2003,Premium Running Shoes v27,Footwear,2,65156.0,130312.0,Debit Card,Central
TXN-10330,2022-12-23 21:22:30,P100034,Puma Jacket,Fashion,5,2772.0,13860.0,Credit Card,East
TXN-10054,2022-12-28 08:50:57,P2007,Premium Sunglasses v59,Accessories,3,10099.76,30299.28,Debit Card,South
TXN-10856,2022-12-29 01:19:57,P20015,Premium Travel Bag v98,Accessories,2,25338.4,50676.8,Net Banking,West
TXN-11079,2022-12-30 16:23:19,P20021,Premium Travel Bag v85,Accessories,4,5197.41,20789.64,Net Banking,North
TXN-10413,2023-01-01 00:17:07,P2003,Premium Running Shoes v27,Footwear,5,65156.0,325780.0,Debit Card,East
TXN-11047,2023-01-01 05:17:05,P20014,Premium Travel Bag v68,Accessories,2,5338.74,10677.48,Credit Card,West
TXN-10996,2023-01-03 02:34:33,P20020,Premium Shirt v42,Fashion,5,10216.92,51084.6,UPI,Central
TXN-10503,2023-01-03 12:30:42,P100036,Samsung Galaxy S21,Electronics,5,16251.85,81259.25,Net Banking,West
TXN-10783,2023-01-04 21:37:03,P2005,Premium Travel Bag v36,Accessories,2,3262.44,6524.88,UPI,South
TXN-10694,2023-01-06 08:43:38,P20023,Premium Wallet v49,Accessories,2,2613.16,5226.32,UPI,North
TXN-10239,2023-01-06 16:03:45,P100036,Samsung Galaxy S21,Electronics,1,16251.85,16251.85,Debit Card,South
TXN-10629,2023-01-07 20:32:14,P20023,Premium Wallet v49,Accessories,3,2613.16,7839.48,Debit Card,East
TXN-10168,2023-01-08 02:59:55,P100027,Boat Earbuds,Electronics,2,16488.24,32976.48,Debit Card,South
TXN-11165,2023-01-08 16:03:09,P100026,HP Pavilion,Electronics,5,20719.78,103598.9,Debit Card,North
TXN-11068,2023-01-10 00:16:46,P2000,Premium Sneakers v11,Footwear,4,59534.85,238139.4,UPI,Central
TXN-10333,2023-01-10 20:13:11,P100043,H&M Sweatshirt,Fashion,4,1639.44,6557.76,Debit Card,South
TXN-10270,2023-01-12 04:57:15,P20014,Premium Travel Bag v68,Accessories,3,5338.74,16016.22,Debit Card,Central
TXN-10930,2023-01-12 10:04:33,P100004,Nike T-shirt,Fashion,4,822.15,3288.6,UPI,West
TXN-10681,2023-01-15 01:32:21,P2002,Premium Headphones v82,Electronics,1,23300.55,23300.55,UPI,Central
TXN-10742,2023-01-15 16:33:19,P20022,Premium Sweatshirt v3,Fashion,5,36897.57,184487.85,UPI,West
TXN-11146,2023-01-16 16:06:43,P20011,Premium Travel Bag v3,Accessories,4,8918.94,35675.76,Credit Card,Central
TXN-11139,2023-01-19 09:54:46,P100032,Nike Air Max,Footwear,3,369.3,1107.9,UPI,West
TXN-10397,2023-01-19 14:13:12,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,Credit Card,North
TXN-10281,2023-01-22 07:49:00,P2002,Premium Headphones v82,Electronics,2,23300.55,46601.1,Net Banking,West
TXN-10474,2023-01-22 10:26:18,P100012,OnePlus 11,Electronics,5,11066.5,55332.5,Net Banking,South
TXN-11055,2023-01-25 04:04:38,P100016,Sony Headphones,Electronics,4,21524.32,86097.28,UPI,South
TXN-10610,2023-01-25 20:11:13,P100000,iPhone 13,Electronics,5,28109.96,140549.8,Debit Card,North
TXN-10357,2023-01-27 07:15:29,P2003,Premium Running Shoes v27,Footwear,2,65156.0,130312.0,UPI,East
TXN-10193,2023-01-27 17:26:20,P100034,Puma Jacket,Fashion,3,2772.0,8316.0,Debit Card,East
TXN-10172,2023-01-31 11:40:37,P100020,American Tourister Bag,Accessories,5,596.64,2983.2,Net Banking,Central
TXN-10144,2023-01-31 12:15:30,P20021,Premium Travel Bag v85,Accessories,4,5197.41,20789.64,Net Banking,North
TXN-10295,2023-02-06 06:56:34,P100009,Wildcraft Backpack,Accessories,3,1136.1,3408.3,Debit Card,East
TXN-10101,2023-02-06 16:58:37,P2001,Premium Jeans v4,Fashion,3,9515.2,28545.6,Debit Card,South
TXN-10379,2023-02-07 18:16:26,P100034,Puma Jacket,Fashion,1,2772.0,2772.0,Net Banking,North
TXN-11129,2023-02-08 00:54:24,P20012,Premium Smartphone v3,Electronics,2,23016.96,46033.92,Net Banking,South
TXN-10351,2023-02-08 06:23:28,P20014,Premium Travel Bag v68,Accessories,3,5338.74,16016.22,Debit Card,South
TXN-10668,2023-02-10 18:53:09,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,UPI,North
TXN-10838,2023-02-10 19:08:18,P20017,Premium Jeans v100,Fashion,3,53091.7,159275.1,Net Banking,South
TXN-10983,2023-02-10 21:58:01,P100034,Puma Jacket,Fashion,5,2772.0,13860.0,UPI,West
TXN-10646,2023-02-14 16:53:13,P100001,Zara Shirt,Fashion,4,1177.2,4708.8,Credit Card,West
TXN-10181,2023-02-17 05:04:37,P100034,Puma Jacket,Fashion,5,2772.0,13860.0,Credit Card,North
TXN-10412,2023-02-19 17:52:40,P100043,H&M Sweatshirt,Fashion,1,1639.44,1639.44,Credit Card,North
TXN-10402,2023-02-20 03:32:37,P20011,Premium Travel Bag v3,Accessories,2,8918.94,17837.88,UPI,West
TXN-10120,2023-02-20 21:53:01,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,Credit Card,South
TXN-10206,2023-02-21 20:14:01,P20021,Premium Travel Bag v85,Accessories,4,5197.41,20789.64,Net Banking,West
TXN-10766,2023-02-22 06:05:29,P2003,Premium Running Shoes v27,Footwear,4,65156.0,260624.0,Debit Card,North
TXN-10410,2023-02-24 01:05:18,P20017,Premium Jeans v100,Fashion,4,53091.7,212366.8,UPI,North
TXN-10160,2023-02-24 16:43:16,P100032,Nike Air Max,Footwear,3,369.3,1107.9,UPI,North
TXN-10308,2023-02-26 23:36:57,P2000,Premium Sneakers v11,Footwear,2,59534.85,119069.7,UPI,North
TXN-10754,2023-02-27 13:57:43,P100007,Reebok Shoes,Footwear,3,1715.7,5147.1,Net Banking,Central
TXN-10541,2023-03-01 07:05:48,P20023,Premium Wallet v49,Accessories,5,2613.16,13065.8,Debit Card,Central
TXN-10678,2023-03-01 11:46:30,P20015,Premium Travel Bag v98,Accessories,2,25338.4,50676.8,Net Banking,North
TXN-10145,2023-03-01 17:37:30,P20013,Premium Boots v82,Footwear,5,28106.26,140531.3,Net Banking,East
TXN-11098,2023-03-02 00:41:50,P100009,Wildcraft Backpack,Accessories,4,1136.1,4544.4,Debit Card,East
TXN-10260,2023-03-02 23:42:58,P100036,Samsung Galaxy S21,Electronics,4,16251.85,65007.4,Net Banking,West
TXN-10786,2023-03-04 23:46:00,P20022,Premium Sweatshirt v3,Fashion,1,36897.57,36897.57,Net Banking,South
TXN-10937,2023-03-10 07:26:00,P2006,Premium Boots v22,Footwear,5,55880.0,279400.0,UPI,South
TXN-10186,2023-03-11 12:22:19,P2004,Premium Travel Bag v87,Accessories,2,32520.95,65041.9,Net Banking,South
TXN-11036,2023-03-14 05:54:15,P20015,Premium Travel Bag v98,Accessories,5,25338.4,126692.0,Debit Card,East
TXN-10591,2023-03-18 16:04:15,P20011,Premium Travel Bag v3,Accessories,1,8918.94,8918.94,Debit Card,North
TXN-10269,2023-03-18 21:51:46,P100032,Nike Air Max,Footwear,5,369.3,1846.5,UPI,South
TXN-10353,2023-03-20 22:34:59,P20017,Premium Jeans v100,Fashion,2,53091.7,106183.4,Net Banking,Central
TXN-10177,2023-03-23 21:30:34,P100002,RayBan Sunglasses,Accessories,1,548.1,548.1,Debit Card,West
TXN-10159,2023-03-23 23:32:18,P20015,Premium Travel Bag v98,Accessories,5,25338.4,126692.0,Credit Card,East
TXN-10111,2023-03-24 17:55:19,P20016,Premium Jacket v77,Fashion,5,17755.36,88776.8,Debit Card,West
TXN-10759,2023-03-26 04:40:49,P2002,Premium Headphones v82,Electronics,1,23300.55,23300.55,UPI,Central
TXN-10196,2023-03-26 12:11:56,P2006,Premium Boots v22,Footwear,2,55880.0,111760.0,Credit Card,South
TXN-10222,2023-03-26 20:13:15,P100000,iPhone 13,Electronics,5,28109.96,140549.8,Debit Card,East
TXN-10512,2023-03-27 11:22:50,P100032,Nike Air Max,Footwear,2,369.3,738.6,Debit Card,Central
TXN-10458,2023-03-27 13:05:53,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,UPI,East
TXN-10267,2023-03-27 13:28:11,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,Net Banking,South
TXN-10161,2023-03-27 23:59:07,P100002,RayBan Sunglasses,Accessories,5,548.1,2740.5,Credit Card,West
TXN-10264,2023-03-28 23:25:05,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,UPI,East
TXN-10283,2023-03-30 00:37:43,P2005,Premium Travel Bag v36,Accessories,2,3262.44,6524.88,Net Banking,West
TXN-10865,2023-04-03 15:40:59,P20021,Premium Travel Bag v85,Accessories,3,5197.41,15592.23,UPI,West
TXN-10325,2023-04-03 20:04:11,P2000,Premium Sneakers v11,Footwear,3,59534.85,178604.55,Debit Card,South
TXN-10056,2023-04-04 06:37:01,P20013,Premium Boots v82,Footwear,5,28106.26,140531.3,Credit Card,North
TXN-10445,2023-04-04 16:37:38,P20022,Premium Sweatshirt v3,Fashion,5,36897.57,184487.85,UPI,West
TXN-10313,2023-04-08 05:19:27,P100003,Puma Sneakers,Footwear,2,2988.4,5976.8,UPI,South
TXN-10718,2023-04-12 14:51:29,P100026,HP Pavilion,Electronics,3,20719.78,62159.34,Debit Card,Central
TXN-10098,2023-04-13 08:02:06,P20023,Premium Wallet v49,Accessories,5,2613.16,13065.8,Credit Card,East
TXN-10340,2023-04-16 10:53:18,P20011,Premium Travel Bag v3,Accessories,3,8918.94,26756.82,Debit Card,South
TXN-10129,2023-04-16 12:45:43,P20018,Premium Smartwatch v14,Electronics,2,4781.5,9563.0,UPI,Central
TXN-10051,2023-04-17 17:01:39,P100006,Fossil Watch,Accessories,3,1568.27,4704.81,Net Banking,Central
TXN-10677,2023-04-18 19:13:55,P20023,Premium Wallet v49,Accessories,5,2613.16,13065.8,Credit Card,South
TXN-10271,2023-04-19 08:36:44,P20020,Premium Shirt v42,Fashion,3,10216.92,30650.76,UPI,East
TXN-10623,2023-04-21 15:53:43,P20012,Premium Smartphone v3,Electronics,3,23016.96,69050.88,Net Banking,North
TXN-11023,2023-04-22 21:45:25,P2007,Premium Sunglasses v59,Accessories,5,10099.76,50498.8,Credit Card,East
TXN-10705,2023-04-23 02:54:34,P100010,Adidas Hoodie,Fashion,2,1733.82,3467.64,UPI,North
TXN-10921,2023-04-23 16:19:06,P20019,Premium Wallet v96,Accessories,5,22615.67,113078.35,Net Banking,East
TXN-10772,2023-04-24 00:05:17,P20012,Premium Smartphone v3,Electronics,4,23016.96,92067.84,Credit Card,South
TXN-10358,2023-04-25 02:19:19,P100017,Levi's Jeans,Fashion,1,2131.42,2131.42,Debit Card,South
TXN-10767,2023-04-25 11:17:57,P100017,Levi's Jeans,Fashion,2,2131.42,4262.84,Debit Card,West
TXN-10398,2023-04-25 22:26:13,P20020,Premium Shirt v42,Fashion,1,10216.92,10216.92,Debit Card,North
TXN-11016,2023-04-26 13:58:53,P100026,HP Pavilion,Electronics,5,20719.78,103598.9,Net Banking,West
TXN-10487,2023-04-26 17:40:37,P100002,RayBan Sunglasses,Accessories,2,548.1,1096.2,Debit Card,West
TXN-10207,2023-04-26 18:06:11,P100017,Levi's Jeans,Fashion,3,2131.42,6394.26,Debit Card,West
TXN-10575,2023-04-27 16:34:06,P20019,Premium Wallet v96,Accessories,3,22615.67,67847.01,Net Banking,South
TXN-10663,2023-04-27 22:39:49,P20010,Premium Travel Bag v67,Accessories,5,9009.6,45048.0,UPI,East
TXN-10336,2023-04-27 22:56:47,P2006,Premium Boots v22,Footwear,3,55880.0,167640.0,Debit Card,East
TXN-10971,2023-04-28 21:33:35,P20020,Premium Shirt v42,Fashion,2,10216.92,20433.84,Credit Card,Central
TXN-10588,2023-04-29 06:34:57,P100012,OnePlus 11,Electronics,4,11066.5,44266.0,UPI,East
TXN-10372,2023-05-02 11:04:03,P100026,HP Pavilion,Electronics,5,20719.78,103598.9,Credit Card,North
TXN-10103,2023-05-02 14:24:22,P100020,American Tourister Bag,Accessories,2,596.64,1193.28,UPI,West
TXN-11185,2023-05-03 03:03:45,P20019,Premium Wallet v96,Accessories,1,22615.67,22615.67,Net Banking,Central
TXN-10066,2023-05-04 23:22:21,P100012,OnePlus 11,Electronics,3,11066.5,33199.5,Debit Card,South
TXN-10063,2023-05-05 02:55:27,P100032,Nike Air Max,Footwear,1,369.3,369.3,Credit Card,East
TXN-11007,2023-05-06 06:57:12,P100006,Fossil Watch,Accessories,3,1568.27,4704.81,Net Banking,East
TXN-10044,2023-05-06 11:05:57,P100010,Adidas Hoodie,Fashion,3,1733.82,5201.46,Credit Card,West
TXN-10276,2023-05-06 20:37:13,P20016,Premium Jacket v77,Fashion,3,17755.36,53266.08,Debit Card,North
TXN-10618,2023-05-08 02:43:18,P20019,Premium Wallet v96,Accessories,4,22615.67,90462.68,UPI,Central
TXN-11011,2023-05-08 03:05:51,P20010,Premium Travel Bag v67,Accessories,5,9009.6,45048.0,Credit Card,North
TXN-10136,2023-05-08 06:20:45,P100032,Nike Air Max,Footwear,4,369.3,1477.2,Net Banking,Central
TXN-10140,2023-05-08 15:19:44,P20014,Premium Travel Bag v68,Accessories,1,5338.74,5338.74,UPI,East
TXN-10427,2023-05-08 16:09:08,P2004,Premium Travel Bag v87,Accessories,1,32520.95,32520.95,UPI,West
TXN-10572,2023-05-09 00:21:23,P100017,Levi's Jeans,Fashion,2,2131.42,4262.84,Credit Card,East
TXN-10424,2023-05-09 23:08:35,P2001,Premium Jeans v4,Fashion,1,9515.2,9515.2,UPI,South
TXN-10069,2023-05-12 06:05:57,P2006,Premium Boots v22,Footwear,1,55880.0,55880.0,Credit Card,North
TXN-10873,2023-05-12 23:46:10,P20016,Premium Jacket v77,Fashion,5,17755.36,88776.8,Net Banking,West
TXN-10553,2023-05-16 10:46:13,P100002,RayBan Sunglasses,Accessories,1,548.1,548.1,Net Banking,North
TXN-10864,2023-05-22 17:07:10,P2002,Premium Headphones v82,Electronics,3,23300.55,69901.65,Debit Card,Central
TXN-10192,2023-05-28 00:57:27,P20017,Premium Jeans v100,Fashion,3,53091.7,159275.1,Net Banking,Central
TXN-11109,2023-05-28 15:46:16,P100009,Wildcraft Backpack,Accessories,4,1136.1,4544.4,Credit Card,East
TXN-10505,2023-05-28 18:57:10,P100032,Nike Air Max,Footwear,1,369.3,369.3,UPI,North
TXN-10257,2023-05-28 22:20:40,P2007,Premium Sunglasses v59,Accessories,4,10099.76,40399.04,Net Banking,Central
TXN-10540,2023-05-29 05:30:37,P2000,Premium Sneakers v11,Footwear,1,59534.85,59534.85,Credit Card,Central
TXN-10248,2023-05-29 20:30:32,P100001,Zara Shirt,Fashion,2,1177.2,2354.4,UPI,South
TXN-10149,2023-05-29 22:51:13,P100000,iPhone 13,Electronics,3,28109.96,84329.88,Credit Card,West
TXN-10461,2023-05-30 11:20:32,P100032,Nike Air Max,Footwear,2,369.3,738.6,Net Banking,South
TXN-10998,2023-06-05 12:36:00,P100032,Nike Air Max,Footwear,2,369.3,738.6,Net Banking,East
TXN-10524,2023-06-06 02:39:07,P100043,H&M Sweatshirt,Fashion,4,1639.44,6557.76,Credit Card,Central
TXN-10574,2023-06-06 14:30:51,P20010,Premium Travel Bag v67,Accessories,3,9009.6,27028.8,Net Banking,South
TXN-10732,2023-06-07 10:29:15,P100012,OnePlus 11,Electronics,2,11066.5,22133.0,Debit Card,Central
TXN-10844,2023-06-10 18:27:17,P100027,Boat Earbuds,Electronics,5,16488.24,82441.2,Credit Card,North
TXN-10354,2023-06-11 09:41:58,P100032,Nike Air Max,Footwear,3,369.3,1107.9,Credit Card,East
TXN-10364,2023-06-14 07:50:01,P100032,Nike Air Max,Footwear,5,369.3,1846.5,UPI,North
TXN-10905,2023-06-18 19:06:33,P100003,Puma Sneakers,Footwear,4,2988.4,11953.6,Debit Card,East
TXN-10793,2023-06-20 21:26:28,P20023,Premium Wallet v49,Accessories,3,2613.16,7839.48,Debit Card,North
TXN-10346,2023-06-21 04:21:24,P2008,Premium Headphones v48,Electronics,1,8780.67,8780.67,Credit Card,South
TXN-10130,2023-06-21 10:58:24,P100017,Levi's Jeans,Fashion,5,2131.42,10657.1,UPI,West
TXN-10789,2023-06-21 12:11:58,P100127,Dell Laptop,Electronics,1,46702.04,46702.04,UPI,West
TXN-10806,2023-06-22 16:55:01,P100001,Zara Shirt,Fashion,2,1177.2,2354.4,UPI,South
TXN-10097,2023-06-26 13:32:23,P20017,Premium Jeans v100,Fashion,2,53091.7,106183.4,Debit Card,East
TXN-10218,2023-06-28 09:59:46,P100002,RayBan Sunglasses,Accessories,3,548.1,1644.3,UPI,North
TXN-10210,2023-06-29 09:38:16,P20012,Premium Smartphone v3,Electronics,1,23016.96,23016.96,Debit Card,South
TXN-10916,2023-06-30 23:28:42,P20013,Premium Boots v82,Footwear,1,28106.26,28106.26,UPI,East
TXN-10884,2023-07-06 02:58:20,P100034,Puma Jacket,Fashion,2,2772.0,5544.0,Credit Card,West
TXN-10081,2023-07-07 13:24:09,P100007,Reebok Shoes,Footwear,1,1715.7,1715.7,UPI,West
TXN-10396,2023-07-08 03:36:03,P20017,Premium Jeans v100,Fashion,5,53091.7,265458.5,UPI,West
TXN-10780,2023-07-11 15:46:37,P100017,Levi's Jeans,Fashion,2,2131.42,4262.84,Credit Card,West
TXN-10205,2023-07-12 13:38:05,P2002,Premium Headphones v82,Electronics,3,23300.55,69901.65,UPI,South
TXN-10305,2023-07-12 18:57:40,P100009,Wildcraft Backpack,Accessories,1,1136.1,1136.1,Debit Card,East
TXN-10085,2023-07-12 23:02:52,P2002,Premium Headphones v82,Electronics,1,23300.55,23300.55,Debit Card,North
TXN-10959,2023-07-14 19:43:26,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,Credit Card,East
TXN-10124,2023-07-19 11:29:11,P100017,Levi's Jeans,Fashion,4,2131.42,8525.68,Credit Card,Central
TXN-11179,2023-07-20 10:08:02,P100009,Wildcraft Backpack,Accessories,1,1136.1,1136.1,Net Banking,East
TXN-11144,2023-07-20 22:09:16,P20020,Premium Shirt v42,Fashion,5,10216.92,51084.6,Net Banking,North
TXN-10571,2023-07-21 02:15:21,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,UPI,Central
TXN-10064,2023-07-21 06:37:43,P20015,Premium Travel Bag v98,Accessories,2,25338.4,50676.8,Credit Card,North
TXN-10195,2023-07-21 09:41:21,P20021,Premium Travel Bag v85,Accessories,1,5197.41,5197.41,Net Banking,West
TXN-10225,2023-07-23 00:05:16,P20020,Premium Shirt v42,Fashion,4,10216.92,40867.68,Credit Card,East
TXN-10979,2023-07-24 15:32:00,P100032,Nike Air Max,Footwear,5,369.3,1846.5,UPI,South
TXN-10061,2023-07-25 09:00:32,P100000,iPhone 13,Electronics,1,28109.96,28109.96,UPI,Central
TXN-10599,2023-07-27 11:52:54,P20020,Premium Shirt v42,Fashion,3,10216.92,30650.76,Debit Card,South
TXN-10730,2023-07-29 04:51:23,P20016,Premium Jacket v77,Fashion,2,17755.36,35510.72,Debit Card,Central
TXN-10531,2023-07-30 04:54:51,P100034,Puma Jacket,Fashion,3,2772.0,8316.0,Net Banking,West
TXN-10662,2023-07-31 17:20:01,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,Credit Card,East
TXN-10298,2023-08-02 02:39:09,P20013,Premium Boots v82,Footwear,1,28106.26,28106.26,Credit Card,North
TXN-10990,2023-08-02 23:20:35,P100010,Adidas Hoodie,Fashion,5,1733.82,8669.1,Debit Card,Central
TXN-10867,2023-08-08 13:57:15,P20015,Premium Travel Bag v98,Accessories,5,25338.4,126692.0,Debit Card,South
TXN-10229,2023-08-10 02:26:57,P100000,iPhone 13,Electronics,2,28109.96,56219.92,Net Banking,South
TXN-11024,2023-08-11 18:25:38,P20023,Premium Wallet v49,Accessories,1,2613.16,2613.16,Credit Card,West
TXN-10989,2023-08-13 01:58:30,P100034,Puma Jacket,Fashion,3,2772.0,8316.0,Net Banking,East
TXN-10232,2023-08-13 07:29:13,P2002,Premium Headphones v82,Electronics,3,23300.55,69901.65,UPI,North
TXN-10483,2023-08-13 22:31:05,P20013,Premium Boots v82,Footwear,5,28106.26,140531.3,Net Banking,South
TXN-10209,2023-08-14 06:40:21,P100036,Samsung Galaxy S21,Electronics,3,16251.85,48755.55,Credit Card,Central
TXN-10307,2023-08-15 05:17:46,P20013,Premium Boots v82,Footwear,1,28106.26,28106.26,Credit Card,North
TXN-10263,2023-08-16 18:19:14,P100009,Wildcraft Backpack,Accessories,3,1136.1,3408.3,UPI,South
TXN-10533,2023-08-17 05:40:51,P2000,Premium Sneakers v11,Footwear,5,59534.85,297674.25,Debit Card,East
TXN-10191,2023-08-17 09:03:16,P100002,RayBan Sunglasses,Accessories,3,548.1,1644.3,Net Banking,West
TXN-10851,2023-08-17 12:13:18,P2002,Premium Headphones v82,Electronics,3,23300.55,69901.65,Debit Card,East
TXN-10371,2023-08-18 12:58:12,P100010,Adidas Hoodie,Fashion,3,1733.82,5201.46,Credit Card,South
TXN-10573,2023-08-25 12:57:51,P100027,Boat Earbuds,Electronics,3,16488.24,49464.72,Net Banking,South
